COMPANHIA,ANO,MES,ORIGEM,DESTINO,TARIFA,TEMP_MEDIA
GOL,2024,5,Cuiabá,Macapá,946.42,22.98
GOL,2024,5,Cuiabá,Maceió,879.42,23.21
GOL,2024,5,Cuiabá,Manaus,1034.49,22.71
GOL,2024,5,Cuiabá,Natal,813.99,22.88
GOL,2024,5,Cuiabá,Porto Alegre,854.27,22.63
GOL,2024,5,Cuiabá,Porto Velho,1244.61,22.88
GOL,2024,5,Cuiabá,Recife,887.71,22.42
GOL,2024,5,Cuiabá,Rio Branco,1041.48,22.64
GOL,2024,5,Cuiabá,Rio de Janeiro,791.73,22.95
GOL,2024,5,Cuiabá,Salvador,970.83,22.91
GOL,2024,5,Cuiabá,São Luís,1242.08,22.59
GOL,2024,5,Cuiabá,São Paulo,461.57,22.87
GOL,2024,5,Cuiabá,Teresina,954.09,23.01
GOL,2024,5,Cuiabá,Vitória,1050.06,22.33
GOL,2024,5,Curitiba,Belo Horizonte,557.74,22.75
GOL,2024,5,Curitiba,Belém,664.96,22.65
GOL,2024,5,Curitiba,Boa Vista,955.41,22.55
GOL,2024,5,Curitiba,Brasília,892.68,22.69
GOL,2024,5,Curitiba,Campo Grande,761.69,22.84
GOL,2024,5,Curitiba,Cuiabá,804.36,22.68
GOL,2024,5,Curitiba,Florianópolis,1420.4,23.06
GOL,2024,5,Curitiba,Fortaleza,784.31,23.02
GOL,2024,5,Curitiba,Goiânia,610.31,22.55
GOL,2024,5,Curitiba,João Pessoa,820.6,22.78
GOL,2024,5,Curitiba,Macapá,1244.03,22.98
GOL,2024,5,Curitiba,Maceió,852.2,23.21
GOL,2024,5,Curitiba,Manaus,733.89,22.71
GOL,2024,5,Curitiba,Natal,1267.4,22.88
GOL,2024,5,Curitiba,Porto Alegre,852.34,22.63
GOL,2024,5,Curitiba,Porto Velho,1082.36,22.88
GOL,2024,5,Curitiba,Recife,937.41,22.42
GOL,2024,5,Curitiba,Rio Branco,967.8,22.64
GOL,2024,5,Curitiba,Rio de Janeiro,782.09,22.95
GOL,2024,5,Curitiba,Salvador,568.87,22.91
GOL,2024,5,Curitiba,São Luís,597.8,22.59
GOL,2024,5,Curitiba,São Paulo,544.27,22.87
GOL,2024,5,Curitiba,Teresina,1287.98,23.01
GOL,2024,5,Curitiba,Vitória,484.37,22.33
GOL,2024,5,Florianópolis,Belo Horizonte,790.75,22.75
GOL,2024,5,Florianópolis,Belém,516.13,22.65
GOL,2024,5,Florianópolis,Boa Vista,1194.4,22.55
GOL,2024,5,Florianópolis,Brasília,1377.55,22.69
GOL,2024,5,Florianópolis,Campo Grande,744.99,22.84
GOL,2024,5,Florianópolis,Cuiabá,651.27,22.68
GOL,2024,5,Florianópolis,Curitiba,1566.4,22.89
GOL,2024,5,Florianópolis,Fortaleza,958.89,23.02
GOL,2024,5,Florianópolis,Goiânia,608.02,22.55
GOL,2024,5,Florianópolis,João Pessoa,1045.83,22.78
GOL,2024,5,Florianópolis,Maceió,1006.8,23.21
GOL,2024,5,Florianópolis,Manaus,673.06,22.71
GOL,2024,5,Florianópolis,Natal,1075.93,22.88
GOL,2024,5,Florianópolis,Porto Alegre,966.16,22.63
GOL,2024,5,Florianópolis,Porto Velho,1201.77,22.88
GOL,2024,5,Florianópolis,Recife,1036.55,22.42
GOL,2024,5,Florianópolis,Rio Branco,1064.7,22.64
GOL,2024,5,Florianópolis,Rio de Janeiro,757.95,22.95
GOL,2024,5,Florianópolis,Salvador,703.61,22.91
GOL,2024,5,Florianópolis,São Luís,945.19,22.59
GOL,2024,5,Florianópolis,São Paulo,631.93,22.87
GOL,2024,5,Florianópolis,Teresina,1386.54,23.01
GOL,2024,5,Florianópolis,Vitória,681.85,22.33
GOL,2024,5,Fortaleza,Belo Horizonte,667.5,22.75
GOL,2024,5,Fortaleza,Belém,699.64,22.65
GOL,2024,5,Fortaleza,Boa Vista,1225.78,22.55
GOL,2024,5,Fortaleza,Brasília,910.02,22.69
GOL,2024,5,Fortaleza,Campo Grande,984.78,22.84
GOL,2024,5,Fortaleza,Cuiabá,941.38,22.68
GOL,2024,5,Fortaleza,Curitiba,802.13,22.89
GOL,2024,5,Fortaleza,Florianópolis,950.12,23.06
GOL,2024,5,Fortaleza,Goiânia,959.52,22.55
GOL,2024,5,Fortaleza,João Pessoa,830.31,22.78
GOL,2024,5,Fortaleza,Macapá,1147.33,22.98
GOL,2024,5,Fortaleza,Maceió,1015.66,23.21
GOL,2024,5,Fortaleza,Manaus,763.92,22.71
GOL,2024,5,Fortaleza,Natal,695.9,22.88
GOL,2024,5,Fortaleza,Porto Alegre,879.48,22.63
GOL,2024,5,Fortaleza,Porto Velho,1408.96,22.88
GOL,2024,5,Fortaleza,Recife,742.69,22.42
GOL,2024,5,Fortaleza,Rio Branco,1110.42,22.64
GOL,2024,5,Fortaleza,Rio de Janeiro,976.23,22.95
GOL,2024,5,Fortaleza,Salvador,636.04,22.91
GOL,2024,5,Fortaleza,São Luís,1584.92,22.59
GOL,2024,5,Fortaleza,São Paulo,871.78,22.87
GOL,2024,5,Fortaleza,Teresina,824.9,23.01
GOL,2024,5,Fortaleza,Vitória,657.84,22.33
GOL,2024,5,Goiânia,Belo Horizonte,735.59,22.75
GOL,2024,5,Goiânia,Belém,836.05,22.65
GOL,2024,5,Goiânia,Boa Vista,843.33,22.55
GOL,2024,5,Goiânia,Brasília,436.95,22.69
GOL,2024,5,Goiânia,Campo Grande,1071.65,22.84
GOL,2024,5,Goiânia,Cuiabá,1369.9,22.68
GOL,2024,5,Goiânia,Curitiba,577.3,22.89
GOL,2024,5,Goiânia,Florianópolis,588.23,23.06
GOL,2024,5,Goiânia,Fortaleza,947.46,23.02
GOL,2024,5,Goiânia,João Pessoa,815.88,22.78
GOL,2024,5,Goiânia,Maceió,994.85,23.21
GOL,2024,5,Goiânia,Manaus,728.71,22.71
GOL,2024,5,Goiânia,Natal,929.87,22.88
GOL,2024,5,Goiânia,Porto Alegre,594.9,22.63
GOL,2024,5,Goiânia,Porto Velho,1193.12,22.88
GOL,2024,5,Goiânia,Recife,832.92,22.42
GOL,2024,5,Goiânia,Rio Branco,1098.78,22.64
GOL,2024,5,Goiânia,Rio de Janeiro,672.22,22.95
GOL,2024,5,Goiânia,Salvador,1032.52,22.91
GOL,2024,5,Goiânia,São Luís,759.8,22.59
GOL,2024,5,Goiânia,São Paulo,555.94,22.87
GOL,2024,5,Goiânia,Teresina,657.33,23.01
GOL,2024,5,Goiânia,Vitória,687.59,22.33
GOL,2024,5,João Pessoa,Belo Horizonte,1043.23,22.75
GOL,2024,5,João Pessoa,Belém,951.34,22.65
GOL,2024,5,João Pessoa,Boa Vista,1326.47,22.55
GOL,2024,5,João Pessoa,Brasília,872.35,22.69
GOL,2024,5,João Pessoa,Campo Grande,840.76,22.84
GOL,2024,5,João Pessoa,Cuiabá,945.57,22.68
GOL,2024,5,João Pessoa,Curitiba,816.55,22.89
GOL,2024,5,João Pessoa,Florianópolis,1011.54,23.06
GOL,2024,5,João Pessoa,Fortaleza,877.25,23.02
GOL,2024,5,João Pessoa,Goiânia,845.93,22.55
GOL,2024,5,João Pessoa,Macapá,920.4,22.98
GOL,2024,5,João Pessoa,Maceió,1187.19,23.21
GOL,2024,5,João Pessoa,Manaus,1000.34,22.71
GOL,2024,5,João Pessoa,Porto Alegre,895.53,22.63
GOL,2024,5,João Pessoa,Porto Velho,1529.95,22.88
GOL,2024,5,João Pessoa,Rio Branco,1003.86,22.64
GOL,2024,5,João Pessoa,Rio de Janeiro,851.43,22.95
GOL,2024,5,João Pessoa,Salvador,595.24,22.91
GOL,2024,5,João Pessoa,São Luís,952.5,22.59
GOL,2024,5,João Pessoa,São Paulo,859.17,22.87
GOL,2024,5,João Pessoa,Teresina,1109.4,23.01
GOL,2024,5,João Pessoa,Vitória,803.26,22.33
GOL,2024,5,Macapá,Belo Horizonte,806.1,22.75
GOL,2024,5,Macapá,Belém,324.24,22.65
GOL,2024,5,Macapá,Brasília,1115.97,22.69
GOL,2024,5,Macapá,Campo Grande,1431.9,22.84
GOL,2024,5,Macapá,Cuiabá,1043.49,22.68
GOL,2024,5,Macapá,Curitiba,1117.33,22.89
GOL,2024,5,Macapá,Florianópolis,929.4,23.06
GOL,2024,5,Macapá,Fortaleza,1131.96,23.02
GOL,2024,5,Macapá,Goiânia,617.0,22.55
GOL,2024,5,Macapá,João Pessoa,1185.9,22.78
GOL,2024,5,Macapá,Porto Velho,1390.5,22.88
GOL,2024,5,Macapá,Recife,778.38,22.42
GOL,2024,5,Macapá,Rio Branco,1206.5,22.64
GOL,2024,5,Macapá,Rio de Janeiro,1055.91,22.95
GOL,2024,5,Macapá,Salvador,907.72,22.91
GOL,2024,5,Macapá,São Luís,846.9,22.59
GOL,2024,5,Macapá,São Paulo,619.29,22.87
GOL,2024,5,Macapá,Teresina,1241.4,23.01
GOL,2024,5,Maceió,Belo Horizonte,722.32,22.75
GOL,2024,5,Maceió,Belém,1114.83,22.65
GOL,2024,5,Maceió,Boa Vista,1274.4,22.55
GOL,2024,5,Maceió,Brasília,831.25,22.69
GOL,2024,5,Maceió,Campo Grande,1322.15,22.84
GOL,2024,5,Maceió,Cuiabá,898.28,22.68
GOL,2024,5,Maceió,Curitiba,824.59,22.89
GOL,2024,5,Maceió,Florianópolis,1069.42,23.06
GOL,2024,5,Maceió,Fortaleza,1014.11,23.02
GOL,2024,5,Maceió,Goiânia,1021.37,22.55
GOL,2024,5,Maceió,João Pessoa,922.45,22.78
GOL,2024,5,Maceió,Macapá,1297.9,22.98
GOL,2024,5,Maceió,Manaus,874.81,22.71
GOL,2024,5,Maceió,Natal,952.9,22.88
GOL,2024,5,Maceió,Porto Alegre,927.98,22.63
GOL,2024,5,Maceió,Porto Velho,1282.45,22.88
GOL,2024,5,Maceió,Rio Branco,901.2,22.64
GOL,2024,5,Maceió,Rio de Janeiro,842.06,22.95
GOL,2024,5,Maceió,Salvador,713.44,22.91
GOL,2024,5,Maceió,São Luís,1035.47,22.59
GOL,2024,5,Maceió,São Paulo,821.0,22.87
GOL,2024,5,Maceió,Vitória,793.84,22.33
GOL,2024,5,Manaus,Belo Horizonte,753.46,22.75
GOL,2024,5,Manaus,Belém,1340.93,22.65
GOL,2024,5,Manaus,Boa Vista,1290.23,22.55
GOL,2024,5,Manaus,Brasília,1109.05,22.69
GOL,2024,5,Manaus,Campo Grande,1143.58,22.84
GOL,2024,5,Manaus,Cuiabá,1153.0,22.68
GOL,2024,5,Manaus,Curitiba,721.99,22.89
GOL,2024,5,Manaus,Florianópolis,682.78,23.06
GOL,2024,5,Manaus,Fortaleza,800.56,23.02
GOL,2024,5,Manaus,Goiânia,835.67,22.55
GOL,2024,5,Manaus,João Pessoa,1011.44,22.78
GOL,2024,5,Manaus,Macapá,1005.9,22.98
GOL,2024,5,Manaus,Maceió,963.6,23.21
GOL,2024,5,Manaus,Natal,714.24,22.88
GOL,2024,5,Manaus,Porto Alegre,736.11,22.63
GOL,2024,5,Manaus,Porto Velho,1576.58,22.88
GOL,2024,5,Manaus,Recife,963.77,22.42
GOL,2024,5,Manaus,Rio Branco,831.19,22.64
GOL,2024,5,Manaus,Rio de Janeiro,922.96,22.95
GOL,2024,5,Manaus,Salvador,687.42,22.91
GOL,2024,5,Manaus,São Luís,836.18,22.59
GOL,2024,5,Manaus,São Paulo,762.86,22.87
GOL,2024,5,Manaus,Teresina,1077.5,23.01
GOL,2024,5,Manaus,Vitória,1024.61,22.33
GOL,2024,5,Natal,Belo Horizonte,853.82,22.75
GOL,2024,5,Natal,Belém,1273.9,22.65
GOL,2024,5,Natal,Boa Vista,1113.67,22.55
GOL,2024,5,Natal,Brasília,932.02,22.69
GOL,2024,5,Natal,Campo Grande,852.84,22.84
GOL,2024,5,Natal,Cuiabá,838.85,22.68
GOL,2024,5,Natal,Curitiba,1154.54,22.89
GOL,2024,5,Natal,Florianópolis,963.06,23.06
GOL,2024,5,Natal,Fortaleza,469.9,23.02
GOL,2024,5,Natal,Goiânia,922.85,22.55
GOL,2024,5,Natal,Macapá,973.9,22.98
GOL,2024,5,Natal,Maceió,767.4,23.21
GOL,2024,5,Natal,Manaus,686.38,22.71
GOL,2024,5,Natal,Porto Alegre,790.39,22.63
GOL,2024,5,Natal,Porto Velho,1089.9,22.88
GOL,2024,5,Natal,Recife,827.9,22.42
GOL,2024,5,Natal,Rio Branco,1129.56,22.64
GOL,2024,5,Natal,Rio de Janeiro,825.12,22.95
GOL,2024,5,Natal,Salvador,649.81,22.91
GOL,2024,5,Natal,São Luís,1092.78,22.59
GOL,2024,5,Natal,São Paulo,912.37,22.87
GOL,2024,5,Natal,Teresina,1049.4,23.01
GOL,2024,5,Natal,Vitória,654.5,22.33
GOL,2024,5,Palmas,Belo Horizonte,500.4,22.75
GOL,2024,5,Palmas,Belém,836.59,22.65
GOL,2024,5,Palmas,Boa Vista,987.65,22.55
GOL,2024,5,Palmas,Brasília,661.15,22.69
GOL,2024,5,Palmas,Campo Grande,786.23,22.84
GOL,2024,5,Palmas,Cuiabá,874.64,22.68
GOL,2024,5,Palmas,Curitiba,581.49,22.89
GOL,2024,5,Palmas,Florianópolis,832.52,23.06
GOL,2024,5,Palmas,Fortaleza,696.96,23.02
GOL,2024,5,Palmas,Goiânia,824.76,22.55
GOL,2024,5,Palmas,João Pessoa,886.24,22.78
GOL,2024,5,Palmas,Macapá,827.02,22.98
GOL,2024,5,Palmas,Maceió,864.37,23.21
GOL,2024,5,Palmas,Manaus,1193.64,22.71
GOL,2024,5,Palmas,Natal,1106.9,22.88
GOL,2024,5,Palmas,Porto Alegre,508.26,22.63
GOL,2024,5,Palmas,Porto Velho,1278.52,22.88
GOL,2024,5,Palmas,Recife,709.51,22.42
GOL,2024,5,Palmas,Rio Branco,890.85,22.64
GOL,2024,5,Palmas,Rio de Janeiro,622.8,22.95
GOL,2024,5,Palmas,Salvador,577.72,22.91
GOL,2024,5,Palmas,São Luís,1179.18,22.59
GOL,2024,5,Palmas,São Paulo,922.63,22.87
GOL,2024,5,Palmas,Teresina,812.15,23.01
GOL,2024,5,Palmas,Vitória,910.4,22.33
GOL,2024,5,Porto Alegre,Belo Horizonte,516.0,22.75
GOL,2024,5,Porto Alegre,Belém,586.91,22.65
GOL,2024,5,Porto Alegre,Boa Vista,1422.9,22.55
GOL,2024,5,Porto Alegre,Brasília,996.85,22.69
GOL,2024,5,Porto Alegre,Campo Grande,601.4,22.84
GOL,2024,5,Porto Alegre,Cuiabá,1003.47,22.68
GOL,2024,5,Porto Alegre,Curitiba,965.1,22.89
GOL,2024,5,Porto Alegre,Florianópolis,1113.23,23.06
GOL,2024,5,Porto Alegre,Fortaleza,865.74,23.02
GOL,2024,5,Porto Alegre,Goiânia,610.78,22.55
GOL,2024,5,Porto Alegre,João Pessoa,927.4,22.78
GOL,2024,5,Porto Alegre,Manaus,716.57,22.71
GOL,2024,5,Porto Alegre,Natal,837.47,22.88
GOL,2024,5,Porto Alegre,Recife,917.62,22.42
GOL,2024,5,Porto Alegre,Rio Branco,1495.23,22.64
GOL,2024,5,Porto Alegre,Rio de Janeiro,700.82,22.95
GOL,2024,5,Porto Alegre,Salvador,589.91,22.91
GOL,2024,5,Porto Alegre,São Luís,772.55,22.59
GOL,2024,5,Porto Alegre,São Paulo,595.89,22.87
GOL,2024,5,Porto Alegre,Teresina,1012.61,23.01
GOL,2024,5,Porto Alegre,Vitória,473.04,22.33
GOL,2024,5,Porto Velho,Belo Horizonte,1246.92,22.75
GOL,2024,5,Porto Velho,Belém,1449.95,22.65
GOL,2024,5,Porto Velho,Boa Vista,1632.23,22.55
GOL,2024,5,Porto Velho,Brasília,1118.96,22.69
GOL,2024,5,Porto Velho,Campo Grande,1216.26,22.84
GOL,2024,5,Porto Velho,Cuiabá,1250.68,22.68
GOL,2024,5,Porto Velho,Curitiba,709.77,22.89
GOL,2024,5,Porto Velho,Florianópolis,1167.45,23.06
GOL,2024,5,Porto Velho,Fortaleza,1496.2,23.02
GOL,2024,5,Porto Velho,Goiânia,1301.4,22.55
GOL,2024,5,Porto Velho,João Pessoa,1961.9,22.78
GOL,2024,5,Porto Velho,Macapá,1256.9,22.98
GOL,2024,5,Porto Velho,Maceió,1168.34,23.21
GOL,2024,5,Porto Velho,Manaus,1569.93,22.71
GOL,2024,5,Porto Velho,Recife,1827.9,22.42
GOL,2024,5,Porto Velho,Rio de Janeiro,1489.95,22.95
GOL,2024,5,Porto Velho,Salvador,832.04,22.91
GOL,2024,5,Porto Velho,São Luís,1382.23,22.59
GOL,2024,5,Porto Velho,São Paulo,1216.73,22.87
GOL,2024,5,Porto Velho,Teresina,1346.9,23.01
GOL,2024,5,Porto Velho,Vitória,1679.9,22.33
GOL,2024,5,Recife,Belo Horizonte,946.27,22.75
GOL,2024,5,Recife,Belém,684.84,22.65
GOL,2024,5,Recife,Boa Vista,663.75,22.55
GOL,2024,5,Recife,Brasília,767.69,22.69
GOL,2024,5,Recife,Campo Grande,939.07,22.84
GOL,2024,5,Recife,Cuiabá,891.18,22.68
GOL,2024,5,Recife,Curitiba,896.45,22.89
GOL,2024,5,Recife,Florianópolis,949.35,23.06
GOL,2024,5,Recife,Fortaleza,801.83,23.02
GOL,2024,5,Recife,Goiânia,782.12,22.55
GOL,2024,5,Recife,Macapá,825.93,22.98
GOL,2024,5,Recife,Manaus,883.66,22.71
GOL,2024,5,Recife,Porto Alegre,886.16,22.63
GOL,2024,5,Recife,Rio Branco,1135.84,22.64
GOL,2024,5,Recife,Rio de Janeiro,660.67,22.95
GOL,2024,5,Recife,Salvador,510.5,22.91
GOL,2024,5,Recife,São Luís,860.09,22.59
GOL,2024,5,Recife,São Paulo,671.0,22.87
GOL,2024,5,Recife,Teresina,991.9,23.01
GOL,2024,5,Recife,Vitória,763.35,22.33
GOL,2024,5,Rio Branco,Belo Horizonte,966.82,22.75
GOL,2024,5,Rio Branco,Belém,1126.44,22.65
GOL,2024,5,Rio Branco,Boa Vista,1534.19,22.55
GOL,2024,5,Rio Branco,Brasília,929.97,22.69
GOL,2024,5,Rio Branco,Campo Grande,989.77,22.84
GOL,2024,5,Rio Branco,Cuiabá,1102.28,22.68
GOL,2024,5,Rio Branco,Curitiba,1089.74,22.89
GOL,2024,5,Rio Branco,Florianópolis,902.14,23.06
GOL,2024,5,Rio Branco,Fortaleza,1252.05,23.02
GOL,2024,5,Rio Branco,Goiânia,1072.08,22.55
GOL,2024,5,Rio Branco,João Pessoa,1073.49,22.78
GOL,2024,5,Rio Branco,Macapá,1154.0,22.98
GOL,2024,5,Rio Branco,Maceió,932.17,23.21
GOL,2024,5,Rio Branco,Manaus,838.95,22.71
GOL,2024,5,Rio Branco,Porto Alegre,1712.9,22.63
GOL,2024,5,Rio Branco,Recife,1294.2,22.42
GOL,2024,5,Rio Branco,Rio de Janeiro,1097.76,22.95
GOL,2024,5,Rio Branco,Salvador,909.15,22.91
GOL,2024,5,Rio Branco,São Luís,973.78,22.59
GOL,2024,5,Rio Branco,São Paulo,1128.92,22.87
GOL,2024,5,Rio Branco,Teresina,891.04,23.01
GOL,2024,5,Rio Branco,Vitória,1026.96,22.33
GOL,2024,5,Rio de Janeiro,Belo Horizonte,461.62,22.75
GOL,2024,5,Rio de Janeiro,Belém,884.39,22.65
GOL,2024,5,Rio de Janeiro,Boa Vista,1255.16,22.55
GOL,2024,5,Rio de Janeiro,Brasília,735.88,22.69
GOL,2024,5,Rio de Janeiro,Campo Grande,666.85,22.84
GOL,2024,5,Rio de Janeiro,Cuiabá,788.25,22.68
GOL,2024,5,Rio de Janeiro,Curitiba,721.39,22.89
GOL,2024,5,Rio de Janeiro,Florianópolis,761.92,23.06
GOL,2024,5,Rio de Janeiro,Fortaleza,1021.57,23.02
GOL,2024,5,Rio de Janeiro,Goiânia,705.49,22.55
GOL,2024,5,Rio de Janeiro,João Pessoa,884.58,22.78
GOL,2024,5,Rio de Janeiro,Macapá,1048.01,22.98
GOL,2024,5,Rio de Janeiro,Maceió,853.64,23.21
GOL,2024,5,Rio de Janeiro,Manaus,938.79,22.71
GOL,2024,5,Rio de Janeiro,Natal,813.9,22.88
GOL,2024,5,Rio de Janeiro,Porto Alegre,655.55,22.63
GOL,2024,5,Rio de Janeiro,Porto Velho,1281.14,22.88
GOL,2024,5,Rio de Janeiro,Recife,660.61,22.42
GOL,2024,5,Rio de Janeiro,Rio Branco,1028.79,22.64
GOL,2024,5,Rio de Janeiro,Salvador,662.37,22.91
GOL,2024,5,Rio de Janeiro,São Luís,862.29,22.59
GOL,2024,5,Rio de Janeiro,São Paulo,538.26,22.87
GOL,2024,5,Rio de Janeiro,Teresina,852.95,23.01
GOL,2024,5,Rio de Janeiro,Vitória,686.63,22.33
GOL,2024,5,Salvador,Belo Horizonte,654.58,22.75
GOL,2024,5,Salvador,Belém,608.68,22.65
GOL,2024,5,Salvador,Boa Vista,984.29,22.55
GOL,2024,5,Salvador,Brasília,772.92,22.69
GOL,2024,5,Salvador,Campo Grande,696.35,22.84
GOL,2024,5,Salvador,Cuiabá,767.46,22.68
GOL,2024,5,Salvador,Curitiba,610.06,22.89
GOL,2024,5,Salvador,Florianópolis,670.23,23.06
GOL,2024,5,Salvador,Fortaleza,670.71,23.02
GOL,2024,5,Salvador,Goiânia,1063.25,22.55
GOL,2024,5,Salvador,João Pessoa,690.49,22.78
GOL,2024,5,Salvador,Macapá,1002.32,22.98
GOL,2024,5,Salvador,Maceió,737.83,23.21
GOL,2024,5,Salvador,Manaus,623.88,22.71
GOL,2024,5,Salvador,Natal,654.09,22.88
GOL,2024,5,Salvador,Porto Alegre,542.15,22.63
GOL,2024,5,Salvador,Porto Velho,1402.22,22.88
GOL,2024,5,Salvador,Recife,532.08,22.42
GOL,2024,5,Salvador,Rio Branco,989.23,22.64
GOL,2024,5,Salvador,Rio de Janeiro,659.82,22.95
GOL,2024,5,Salvador,São Luís,884.47,22.59
GOL,2024,5,Salvador,São Paulo,598.9,22.87
GOL,2024,5,Salvador,Teresina,1337.42,23.01
GOL,2024,5,Salvador,Vitória,603.51,22.33
GOL,2024,5,São Luís,Belo Horizonte,789.78,22.75
GOL,2024,5,São Luís,Boa Vista,975.96,22.55
GOL,2024,5,São Luís,Brasília,904.96,22.69
GOL,2024,5,São Luís,Campo Grande,1020.77,22.84
GOL,2024,5,São Luís,Cuiabá,1248.47,22.68
GOL,2024,5,São Luís,Curitiba,609.3,22.89
GOL,2024,5,São Luís,Florianópolis,949.67,23.06
GOL,2024,5,São Luís,Fortaleza,1449.95,23.02
GOL,2024,5,São Luís,Goiânia,690.24,22.55
GOL,2024,5,São Luís,João Pessoa,1234.38,22.78
GOL,2024,5,São Luís,Macapá,1010.9,22.98
GOL,2024,5,São Luís,Maceió,898.02,23.21
GOL,2024,5,São Luís,Manaus,722.14,22.71
GOL,2024,5,São Luís,Natal,1049.45,22.88
GOL,2024,5,São Luís,Porto Alegre,682.24,22.63
GOL,2024,5,São Luís,Porto Velho,1381.4,22.88
GOL,2024,5,São Luís,Recife,785.07,22.42
GOL,2024,5,São Luís,Rio Branco,970.29,22.64
GOL,2024,5,São Luís,Rio de Janeiro,862.55,22.95
GOL,2024,5,São Luís,Salvador,882.41,22.91
GOL,2024,5,São Luís,São Paulo,846.61,22.87
GOL,2024,5,São Luís,Vitória,813.82,22.33
GOL,2024,5,São Paulo,Belo Horizonte,507.73,22.75
GOL,2024,5,São Paulo,Belém,637.38,22.65
GOL,2024,5,São Paulo,Boa Vista,1073.4,22.55
GOL,2024,5,São Paulo,Brasília,643.66,22.69
GOL,2024,5,São Paulo,Campo Grande,591.57,22.84
GOL,2024,5,São Paulo,Cuiabá,459.26,22.68
GOL,2024,5,São Paulo,Curitiba,550.62,22.89
GOL,2024,5,São Paulo,Florianópolis,630.52,23.06
GOL,2024,5,São Paulo,Fortaleza,873.18,23.02
GOL,2024,5,São Paulo,Goiânia,563.98,22.55
GOL,2024,5,São Paulo,João Pessoa,901.88,22.78
GOL,2024,5,São Paulo,Macapá,650.25,22.98
GOL,2024,5,São Paulo,Maceió,835.6,23.21
GOL,2024,5,São Paulo,Manaus,786.3,22.71
GOL,2024,5,São Paulo,Natal,945.6,22.88
GOL,2024,5,São Paulo,Porto Alegre,567.44,22.63
GOL,2024,5,São Paulo,Porto Velho,1467.48,22.88
GOL,2024,5,São Paulo,Recife,706.97,22.42
GOL,2024,5,São Paulo,Rio Branco,1095.78,22.64
GOL,2024,5,São Paulo,Rio de Janeiro,518.16,22.95
GOL,2024,5,São Paulo,Salvador,607.56,22.91
GOL,2024,5,São Paulo,São Luís,901.76,22.59
GOL,2024,5,São Paulo,Teresina,765.43,23.01
GOL,2024,5,São Paulo,Vitória,581.67,22.33
GOL,2024,5,Teresina,Belo Horizonte,979.34,22.75
GOL,2024,5,Teresina,Boa Vista,1468.57,22.55
GOL,2024,5,Teresina,Brasília,672.68,22.69
GOL,2024,5,Teresina,Campo Grande,1081.23,22.84
GOL,2024,5,Teresina,Cuiabá,1056.03,22.68
GOL,2024,5,Teresina,Curitiba,1105.69,22.89
GOL,2024,5,Teresina,Florianópolis,1034.21,23.06
GOL,2024,5,Teresina,Fortaleza,1246.9,23.02
GOL,2024,5,Teresina,Goiânia,645.03,22.55
GOL,2024,5,Teresina,Macapá,970.9,22.98
GOL,2024,5,Teresina,Maceió,1028.23,23.21
GOL,2024,5,Teresina,Manaus,710.9,22.71
GOL,2024,5,Teresina,Natal,1100.9,22.88
GOL,2024,5,Teresina,Porto Alegre,1088.9,22.63
GOL,2024,5,Teresina,Recife,1519.4,22.42
GOL,2024,5,Teresina,Rio Branco,851.9,22.64
GOL,2024,5,Teresina,Rio de Janeiro,863.89,22.95
GOL,2024,5,Teresina,Salvador,1134.71,22.91
GOL,2024,5,Teresina,São Paulo,755.19,22.87
GOL,2024,5,Teresina,Vitória,996.23,22.33
GOL,2024,5,Vitória,Belo Horizonte,526.1,22.75
GOL,2024,5,Vitória,Belém,588.57,22.65
GOL,2024,5,Vitória,Boa Vista,1066.48,22.55
GOL,2024,5,Vitória,Brasília,697.97,22.69
GOL,2024,5,Vitória,Campo Grande,734.93,22.84
GOL,2024,5,Vitória,Cuiabá,795.56,22.68
GOL,2024,5,Vitória,Curitiba,477.03,22.89
GOL,2024,5,Vitória,Florianópolis,656.63,23.06
GOL,2024,5,Vitória,Fortaleza,692.36,23.02
GOL,2024,5,Vitória,Goiânia,749.07,22.55
GOL,2024,5,Vitória,João Pessoa,996.83,22.78
GOL,2024,5,Vitória,Maceió,812.54,23.21
GOL,2024,5,Vitória,Manaus,1061.0,22.71
GOL,2024,5,Vitória,Natal,678.25,22.88
GOL,2024,5,Vitória,Porto Alegre,425.49,22.63
GOL,2024,5,Vitória,Porto Velho,1304.4,22.88
GOL,2024,5,Vitória,Recife,712.62,22.42
GOL,2024,5,Vitória,Rio Branco,1184.91,22.64
GOL,2024,5,Vitória,Rio de Janeiro,682.93,22.95
GOL,2024,5,Vitória,Salvador,642.2,22.91
GOL,2024,5,Vitória,São Luís,838.52,22.59
GOL,2024,5,Vitória,São Paulo,551.27,22.87
GOL,2024,5,Vitória,Teresina,727.23,23.01
GOL,2024,6,Belo Horizonte,Belém,631.51,22.37
GOL,2024,6,Belo Horizonte,Boa Vista,1130.32,22.27
GOL,2024,6,Belo Horizonte,Brasília,558.26,22.02
GOL,2024,6,Belo Horizonte,Campo Grande,760.37,22.05
GOL,2024,6,Belo Horizonte,Cuiabá,735.5,22.3
GOL,2024,6,Belo Horizonte,Curitiba,513.17,22.33
GOL,2024,6,Belo Horizonte,Florianópolis,839.83,22.33
GOL,2024,6,Belo Horizonte,Fortaleza,615.39,22.0
GOL,2024,6,Belo Horizonte,Goiânia,763.63,22.1
