COMPANHIA,ANO,MES,ORIGEM,DESTINO,TARIFA,TEMP_MEDIA
AZUL,2023,8,Curitiba,São Luís,970.04,23.04
AZUL,2023,8,Curitiba,São Paulo,608.79,23.25
AZUL,2023,8,Curitiba,Teresina,988.45,22.72
AZUL,2023,8,Curitiba,Vitória,529.37,23.13
AZUL,2023,8,Florianópolis,Belo Horizonte,911.28,23.0
AZUL,2023,8,Florianópolis,Belém,870.33,22.76
AZUL,2023,8,Florianópolis,Boa Vista,1341.74,23.24
AZUL,2023,8,Florianópolis,Brasília,871.18,23.01
AZUL,2023,8,Florianópolis,Campo Grande,761.56,22.75
AZUL,2023,8,Florianópolis,Cuiabá,1245.46,23.02
AZUL,2023,8,Florianópolis,Curitiba,583.03,22.51
AZUL,2023,8,Florianópolis,Fortaleza,1200.51,22.96
AZUL,2023,8,Florianópolis,Goiânia,1185.39,23.04
AZUL,2023,8,Florianópolis,João Pessoa,1134.77,22.6
AZUL,2023,8,Florianópolis,Macapá,1259.13,22.98
AZUL,2023,8,Florianópolis,Maceió,1476.89,22.83
AZUL,2023,8,Florianópolis,Manaus,1322.52,22.88
AZUL,2023,8,Florianópolis,Natal,1176.54,22.8
AZUL,2023,8,Florianópolis,Porto Alegre,631.51,22.88
AZUL,2023,8,Florianópolis,Porto Velho,1677.4,22.68
AZUL,2023,8,Florianópolis,Recife,977.46,23.03
AZUL,2023,8,Florianópolis,Rio de Janeiro,485.47,23.01
AZUL,2023,8,Florianópolis,Salvador,994.6,22.95
AZUL,2023,8,Florianópolis,São Luís,1052.06,23.04
AZUL,2023,8,Florianópolis,São Paulo,909.42,23.25
AZUL,2023,8,Florianópolis,Teresina,864.2,22.72
AZUL,2023,8,Florianópolis,Vitória,819.3,23.13
AZUL,2023,8,Fortaleza,Aracaju,153.4,22.92
AZUL,2023,8,Fortaleza,Belo Horizonte,1259.94,23.0
AZUL,2023,8,Fortaleza,Belém,971.48,22.76
AZUL,2023,8,Fortaleza,Boa Vista,1381.5,23.24
AZUL,2023,8,Fortaleza,Brasília,908.3,23.01
AZUL,2023,8,Fortaleza,Campo Grande,1375.68,22.75
AZUL,2023,8,Fortaleza,Cuiabá,1186.49,23.02
AZUL,2023,8,Fortaleza,Curitiba,758.01,22.51
AZUL,2023,8,Fortaleza,Florianópolis,1208.69,22.78
AZUL,2023,8,Fortaleza,Goiânia,883.16,23.04
AZUL,2023,8,Fortaleza,João Pessoa,850.44,22.6
AZUL,2023,8,Fortaleza,Macapá,1295.36,22.98
AZUL,2023,8,Fortaleza,Maceió,797.74,22.83
AZUL,2023,8,Fortaleza,Manaus,1181.27,22.88
AZUL,2023,8,Fortaleza,Natal,890.86,22.8
AZUL,2023,8,Fortaleza,Porto Alegre,1090.43,22.88
AZUL,2023,8,Fortaleza,Porto Velho,1618.24,22.68
AZUL,2023,8,Fortaleza,Recife,641.07,23.03
AZUL,2023,8,Fortaleza,Rio de Janeiro,898.3,23.01
AZUL,2023,8,Fortaleza,Salvador,975.68,22.95
AZUL,2023,8,Fortaleza,São Luís,889.6,23.04
AZUL,2023,8,Fortaleza,São Paulo,987.22,23.25
AZUL,2023,8,Fortaleza,Teresina,1784.4,22.72
AZUL,2023,8,Fortaleza,Vitória,943.76,23.13
AZUL,2023,8,Goiânia,Belo Horizonte,1196.18,23.0
AZUL,2023,8,Goiânia,Belém,1170.33,22.76
AZUL,2023,8,Goiânia,Boa Vista,1295.37,23.24
AZUL,2023,8,Goiânia,Campo Grande,836.45,22.75
AZUL,2023,8,Goiânia,Cuiabá,761.46,23.02
AZUL,2023,8,Goiânia,Curitiba,660.2,22.51
AZUL,2023,8,Goiânia,Florianópolis,1155.14,22.78
AZUL,2023,8,Goiânia,Fortaleza,910.44,22.96
AZUL,2023,8,Goiânia,João Pessoa,864.46,22.6
AZUL,2023,8,Goiânia,Macapá,1065.44,22.98
AZUL,2023,8,Goiânia,Maceió,1277.83,22.83
AZUL,2023,8,Goiânia,Manaus,1073.62,22.88
AZUL,2023,8,Goiânia,Natal,1053.7,22.8
AZUL,2023,8,Goiânia,Porto Alegre,774.74,22.88
AZUL,2023,8,Goiânia,Porto Velho,1662.45,22.68
AZUL,2023,8,Goiânia,Recife,1088.31,23.03
AZUL,2023,8,Goiânia,Rio de Janeiro,720.97,23.01
AZUL,2023,8,Goiânia,Salvador,954.87,22.95
AZUL,2023,8,Goiânia,São Luís,1121.56,23.04
AZUL,2023,8,Goiânia,São Paulo,530.28,23.25
AZUL,2023,8,Goiânia,Teresina,1116.36,22.72
AZUL,2023,8,Goiânia,Vitória,631.6,23.13
AZUL,2023,8,João Pessoa,Belo Horizonte,960.17,23.0
AZUL,2023,8,João Pessoa,Belém,1030.85,22.76
AZUL,2023,8,João Pessoa,Brasília,818.34,23.01
AZUL,2023,8,João Pessoa,Campo Grande,1027.05,22.75
AZUL,2023,8,João Pessoa,Cuiabá,1074.01,23.02
AZUL,2023,8,João Pessoa,Curitiba,855.5,22.51
AZUL,2023,8,João Pessoa,Florianópolis,1127.36,22.78
AZUL,2023,8,João Pessoa,Fortaleza,847.33,22.96
AZUL,2023,8,João Pessoa,Goiânia,1018.12,23.04
AZUL,2023,8,João Pessoa,Macapá,1497.72,22.98
AZUL,2023,8,João Pessoa,Maceió,619.99,22.83
AZUL,2023,8,João Pessoa,Manaus,1627.08,22.88
AZUL,2023,8,João Pessoa,Natal,1458.05,22.8
AZUL,2023,8,João Pessoa,Porto Alegre,987.28,22.88
AZUL,2023,8,João Pessoa,Porto Velho,1677.4,22.68
AZUL,2023,8,João Pessoa,Recife,584.7,23.03
AZUL,2023,8,João Pessoa,Rio de Janeiro,670.97,23.01
AZUL,2023,8,João Pessoa,Salvador,798.17,22.95
AZUL,2023,8,João Pessoa,São Luís,1031.92,23.04
AZUL,2023,8,João Pessoa,São Paulo,951.47,23.25
AZUL,2023,8,João Pessoa,Teresina,1271.49,22.72
AZUL,2023,8,João Pessoa,Vitória,1018.01,23.13
AZUL,2023,8,Macapá,Belo Horizonte,1640.52,23.0
AZUL,2023,8,Macapá,Belém,425.69,22.76
AZUL,2023,8,Macapá,Boa Vista,1532.9,23.24
AZUL,2023,8,Macapá,Brasília,1295.12,23.01
AZUL,2023,8,Macapá,Campo Grande,1371.07,22.75
AZUL,2023,8,Macapá,Cuiabá,1241.45,23.02
AZUL,2023,8,Macapá,Curitiba,1753.9,22.51
AZUL,2023,8,Macapá,Florianópolis,1215.96,22.78
AZUL,2023,8,Macapá,Fortaleza,1227.86,22.96
AZUL,2023,8,Macapá,Goiânia,969.16,23.04
AZUL,2023,8,Macapá,João Pessoa,1360.44,22.6
AZUL,2023,8,Macapá,Maceió,1140.31,22.83
AZUL,2023,8,Macapá,Manaus,1654.8,22.88
AZUL,2023,8,Macapá,Natal,1680.97,22.8
AZUL,2023,8,Macapá,Porto Alegre,1146.46,22.88
AZUL,2023,8,Macapá,Porto Velho,1701.57,22.68
AZUL,2023,8,Macapá,Recife,1233.99,23.03
AZUL,2023,8,Macapá,Rio de Janeiro,1269.97,23.01
AZUL,2023,8,Macapá,Salvador,1230.46,22.95
AZUL,2023,8,Macapá,São Luís,1258.76,23.04
AZUL,2023,8,Macapá,São Paulo,894.5,23.25
AZUL,2023,8,Macapá,Teresina,1480.57,22.72
AZUL,2023,8,Macapá,Vitória,1253.5,23.13
AZUL,2023,8,Maceió,Belo Horizonte,838.99,23.0
AZUL,2023,8,Maceió,Belém,1197.26,22.76
AZUL,2023,8,Maceió,Brasília,966.99,23.01
AZUL,2023,8,Maceió,Campo Grande,1049.01,22.75
AZUL,2023,8,Maceió,Cuiabá,801.78,23.02
AZUL,2023,8,Maceió,Curitiba,1054.95,22.51
AZUL,2023,8,Maceió,Florianópolis,1409.96,22.78
AZUL,2023,8,Maceió,Fortaleza,790.11,22.96
AZUL,2023,8,Maceió,Goiânia,1563.2,23.04
AZUL,2023,8,Maceió,João Pessoa,718.51,22.6
AZUL,2023,8,Maceió,Macapá,1100.66,22.98
AZUL,2023,8,Maceió,Manaus,1766.66,22.88
AZUL,2023,8,Maceió,Natal,1137.14,22.8
AZUL,2023,8,Maceió,Porto Alegre,988.52,22.88
AZUL,2023,8,Maceió,Porto Velho,1538.23,22.68
AZUL,2023,8,Maceió,Recife,617.77,23.03
AZUL,2023,8,Maceió,Rio de Janeiro,823.14,23.01
AZUL,2023,8,Maceió,Salvador,903.28,22.95
AZUL,2023,8,Maceió,São Luís,966.5,23.04
AZUL,2023,8,Maceió,São Paulo,932.26,23.25
AZUL,2023,8,Maceió,Teresina,755.04,22.72
AZUL,2023,8,Maceió,Vitória,1050.85,23.13
AZUL,2023,8,Manaus,Belo Horizonte,1010.29,23.0
AZUL,2023,8,Manaus,Belém,815.47,22.76
AZUL,2023,8,Manaus,Boa Vista,896.92,23.24
AZUL,2023,8,Manaus,Brasília,1473.17,23.01
AZUL,2023,8,Manaus,Campo Grande,1672.58,22.75
AZUL,2023,8,Manaus,Cuiabá,1491.68,23.02
AZUL,2023,8,Manaus,Curitiba,1023.27,22.51
AZUL,2023,8,Manaus,Florianópolis,1409.31,22.78
AZUL,2023,8,Manaus,Fortaleza,1251.68,22.96
AZUL,2023,8,Manaus,Goiânia,1027.89,23.04
AZUL,2023,8,Manaus,João Pessoa,1687.97,22.6
AZUL,2023,8,Manaus,Macapá,1666.4,22.98
AZUL,2023,8,Manaus,Maceió,1664.77,22.83
AZUL,2023,8,Manaus,Natal,1549.18,22.8
AZUL,2023,8,Manaus,Porto Alegre,1328.59,22.88
AZUL,2023,8,Manaus,Porto Velho,1287.89,22.68
AZUL,2023,8,Manaus,Recife,1135.31,23.03
AZUL,2023,8,Manaus,Rio de Janeiro,1463.85,23.01
AZUL,2023,8,Manaus,Salvador,1451.19,22.95
AZUL,2023,8,Manaus,São Luís,1474.8,23.04
AZUL,2023,8,Manaus,São Paulo,1264.13,23.25
AZUL,2023,8,Manaus,Teresina,1367.22,22.72
AZUL,2023,8,Manaus,Vitória,1746.41,23.13
AZUL,2023,8,Natal,Belo Horizonte,888.91,23.0
AZUL,2023,8,Natal,Belém,603.53,22.76
AZUL,2023,8,Natal,Boa Vista,1384.87,23.24
AZUL,2023,8,Natal,Brasília,904.33,23.01
AZUL,2023,8,Natal,Campo Grande,1158.72,22.75
AZUL,2023,8,Natal,Cuiabá,1496.19,23.02
AZUL,2023,8,Natal,Curitiba,764.59,22.51
AZUL,2023,8,Natal,Florianópolis,961.14,22.78
AZUL,2023,8,Natal,Fortaleza,795.34,22.96
AZUL,2023,8,Natal,Goiânia,1362.75,23.04
AZUL,2023,8,Natal,João Pessoa,1518.23,22.6
AZUL,2023,8,Natal,Macapá,1560.53,22.98
AZUL,2023,8,Natal,Maceió,1102.17,22.83
AZUL,2023,8,Natal,Manaus,1443.68,22.88
AZUL,2023,8,Natal,Porto Alegre,1193.94,22.88
AZUL,2023,8,Natal,Porto Velho,1648.64,22.68
AZUL,2023,8,Natal,Recife,720.68,23.03
AZUL,2023,8,Natal,Rio de Janeiro,811.99,23.01
AZUL,2023,8,Natal,Salvador,800.14,22.95
AZUL,2023,8,Natal,São Luís,1090.92,23.04
AZUL,2023,8,Natal,São Paulo,1154.67,23.25
AZUL,2023,8,Natal,Teresina,1083.08,22.72
AZUL,2023,8,Natal,Vitória,890.62,23.13
AZUL,2023,8,Palmas,Belo Horizonte,904.43,23.0
AZUL,2023,8,Palmas,Belém,1205.88,22.76
AZUL,2023,8,Palmas,Brasília,733.83,23.01
AZUL,2023,8,Palmas,Campo Grande,1189.05,22.75
AZUL,2023,8,Palmas,Cuiabá,1102.22,23.02
AZUL,2023,8,Palmas,Curitiba,1050.28,22.51
AZUL,2023,8,Palmas,Florianópolis,775.66,22.78
AZUL,2023,8,Palmas,Goiânia,898.09,23.04
AZUL,2023,8,Palmas,João Pessoa,1478.64,22.6
AZUL,2023,8,Palmas,Macapá,891.9,22.98
AZUL,2023,8,Palmas,Maceió,1349.89,22.83
AZUL,2023,8,Palmas,Manaus,1509.23,22.88
AZUL,2023,8,Palmas,Natal,1440.26,22.8
AZUL,2023,8,Palmas,Porto Alegre,1147.34,22.88
AZUL,2023,8,Palmas,Porto Velho,1457.09,22.68
AZUL,2023,8,Palmas,Recife,1104.13,23.03
AZUL,2023,8,Palmas,Rio de Janeiro,528.2,23.01
AZUL,2023,8,Palmas,Salvador,1025.59,22.95
AZUL,2023,8,Palmas,São Luís,1283.26,23.04
AZUL,2023,8,Palmas,São Paulo,594.76,23.25
AZUL,2023,8,Palmas,Teresina,909.9,22.72
AZUL,2023,8,Palmas,Vitória,996.97,23.13
AZUL,2023,8,Porto Alegre,Belo Horizonte,908.52,23.0
AZUL,2023,8,Porto Alegre,Belém,1245.18,22.76
AZUL,2023,8,Porto Alegre,Boa Vista,1607.7,23.24
AZUL,2023,8,Porto Alegre,Brasília,992.32,23.01
AZUL,2023,8,Porto Alegre,Campo Grande,929.4,22.75
AZUL,2023,8,Porto Alegre,Cuiabá,1198.16,23.02
AZUL,2023,8,Porto Alegre,Curitiba,618.93,22.51
AZUL,2023,8,Porto Alegre,Florianópolis,649.01,22.78
AZUL,2023,8,Porto Alegre,Fortaleza,1115.88,22.96
AZUL,2023,8,Porto Alegre,Goiânia,756.7,23.04
AZUL,2023,8,Porto Alegre,João Pessoa,948.58,22.6
AZUL,2023,8,Porto Alegre,Macapá,1185.02,22.98
AZUL,2023,8,Porto Alegre,Maceió,1010.84,22.83
AZUL,2023,8,Porto Alegre,Manaus,1243.88,22.88
AZUL,2023,8,Porto Alegre,Natal,1206.34,22.8
AZUL,2023,8,Porto Alegre,Porto Velho,1677.4,22.68
AZUL,2023,8,Porto Alegre,Recife,1025.7,23.03
AZUL,2023,8,Porto Alegre,Rio de Janeiro,695.78,23.01
AZUL,2023,8,Porto Alegre,Salvador,655.04,22.95
AZUL,2023,8,Porto Alegre,São Luís,1150.66,23.04
AZUL,2023,8,Porto Alegre,São Paulo,700.63,23.25
AZUL,2023,8,Porto Alegre,Teresina,997.75,22.72
AZUL,2023,8,Porto Alegre,Vitória,688.93,23.13
AZUL,2023,8,Porto Velho,Belo Horizonte,1320.66,23.0
AZUL,2023,8,Porto Velho,Belém,1495.97,22.76
AZUL,2023,8,Porto Velho,Boa Vista,1586.4,23.24
AZUL,2023,8,Porto Velho,Brasília,1649.8,23.01
AZUL,2023,8,Porto Velho,Campo Grande,1106.43,22.75
AZUL,2023,8,Porto Velho,Cuiabá,1429.6,23.02
AZUL,2023,8,Porto Velho,Curitiba,1606.82,22.51
AZUL,2023,8,Porto Velho,Florianópolis,1677.4,22.78
AZUL,2023,8,Porto Velho,Fortaleza,1618.24,22.96
AZUL,2023,8,Porto Velho,Goiânia,1649.18,23.04
AZUL,2023,8,Porto Velho,João Pessoa,1641.9,22.6
AZUL,2023,8,Porto Velho,Macapá,1653.65,22.98
AZUL,2023,8,Porto Velho,Maceió,1569.9,22.83
AZUL,2023,8,Porto Velho,Manaus,1307.35,22.88
AZUL,2023,8,Porto Velho,Natal,1641.9,22.8
AZUL,2023,8,Porto Velho,Porto Alegre,1677.4,22.88
AZUL,2023,8,Porto Velho,Recife,1640.92,23.03
AZUL,2023,8,Porto Velho,Rio de Janeiro,1616.82,23.01
AZUL,2023,8,Porto Velho,Salvador,1641.9,22.95
AZUL,2023,8,Porto Velho,São Luís,1624.89,23.04
AZUL,2023,8,Porto Velho,São Paulo,1657.36,23.25
AZUL,2023,8,Porto Velho,Teresina,1618.23,22.72
AZUL,2023,8,Porto Velho,Vitória,1106.87,23.13
AZUL,2023,8,Recife,Belo Horizonte,748.19,23.0
AZUL,2023,8,Recife,Belém,1134.89,22.76
AZUL,2023,8,Recife,Boa Vista,1354.99,23.24
AZUL,2023,8,Recife,Brasília,729.61,23.01
AZUL,2023,8,Recife,Campo Grande,1042.14,22.75
AZUL,2023,8,Recife,Cuiabá,1645.52,23.02
AZUL,2023,8,Recife,Curitiba,769.51,22.51
AZUL,2023,8,Recife,Florianópolis,861.91,22.78
AZUL,2023,8,Recife,Fortaleza,635.49,22.96
AZUL,2023,8,Recife,Goiânia,1082.62,23.04
AZUL,2023,8,Recife,João Pessoa,629.82,22.6
AZUL,2023,8,Recife,Macapá,1174.75,22.98
AZUL,2023,8,Recife,Maceió,621.63,22.83
AZUL,2023,8,Recife,Manaus,1118.83,22.88
AZUL,2023,8,Recife,Natal,779.25,22.8
AZUL,2023,8,Recife,Porto Alegre,1049.79,22.88
AZUL,2023,8,Recife,Porto Velho,1677.4,22.68
AZUL,2023,8,Recife,Rio de Janeiro,975.2,23.01
AZUL,2023,8,Recife,Salvador,526.7,22.95
AZUL,2023,8,Recife,São Luís,972.79,23.04
AZUL,2023,8,Recife,São Paulo,1001.64,23.25
AZUL,2023,8,Recife,Teresina,650.7,22.72
AZUL,2023,8,Recife,Vitória,807.08,23.13
AZUL,2023,8,Rio de Janeiro,Belo Horizonte,697.76,23.0
AZUL,2023,8,Rio de Janeiro,Belém,969.92,22.76
AZUL,2023,8,Rio de Janeiro,Boa Vista,1263.92,23.24
AZUL,2023,8,Rio de Janeiro,Brasília,632.78,23.01
AZUL,2023,8,Rio de Janeiro,Campo Grande,693.83,22.75
AZUL,2023,8,Rio de Janeiro,Cuiabá,989.1,23.02
AZUL,2023,8,Rio de Janeiro,Curitiba,608.76,22.51
AZUL,2023,8,Rio de Janeiro,Florianópolis,625.13,22.78
AZUL,2023,8,Rio de Janeiro,Fortaleza,914.02,22.96
AZUL,2023,8,Rio de Janeiro,Goiânia,740.39,23.04
AZUL,2023,8,Rio de Janeiro,João Pessoa,681.82,22.6
AZUL,2023,8,Rio de Janeiro,Macapá,1208.89,22.98
AZUL,2023,8,Rio de Janeiro,Maceió,852.84,22.83
AZUL,2023,8,Rio de Janeiro,Manaus,1435.45,22.88
AZUL,2023,8,Rio de Janeiro,Natal,870.81,22.8
AZUL,2023,8,Rio de Janeiro,Porto Alegre,710.29,22.88
AZUL,2023,8,Rio de Janeiro,Porto Velho,1618.24,22.68
AZUL,2023,8,Rio de Janeiro,Recife,977.9,23.03
AZUL,2023,8,Rio de Janeiro,Salvador,813.39,22.95
AZUL,2023,8,Rio de Janeiro,São Luís,1082.31,23.04
AZUL,2023,8,Rio de Janeiro,São Paulo,651.94,23.25
AZUL,2023,8,Rio de Janeiro,Teresina,1112.27,22.72
AZUL,2023,8,Rio de Janeiro,Vitória,458.22,23.13
AZUL,2023,8,Salvador,Belo Horizonte,740.1,23.0
AZUL,2023,8,Salvador,Belém,705.03,22.76
AZUL,2023,8,Salvador,Boa Vista,1035.62,23.24
AZUL,2023,8,Salvador,Brasília,708.11,23.01
AZUL,2023,8,Salvador,Campo Grande,865.35,22.75
AZUL,2023,8,Salvador,Cuiabá,1149.69,23.02
AZUL,2023,8,Salvador,Curitiba,1133.32,22.51
AZUL,2023,8,Salvador,Florianópolis,1154.99,22.78
AZUL,2023,8,Salvador,Fortaleza,949.79,22.96
AZUL,2023,8,Salvador,Goiânia,992.73,23.04
AZUL,2023,8,Salvador,João Pessoa,845.22,22.6
AZUL,2023,8,Salvador,Macapá,1281.26,22.98
AZUL,2023,8,Salvador,Maceió,940.44,22.83
AZUL,2023,8,Salvador,Manaus,1423.28,22.88
AZUL,2023,8,Salvador,Natal,821.71,22.8
AZUL,2023,8,Salvador,Porto Alegre,614.93,22.88
AZUL,2023,8,Salvador,Porto Velho,1677.4,22.68
AZUL,2023,8,Salvador,Recife,505.08,23.03
AZUL,2023,8,Salvador,Rio de Janeiro,782.36,23.01
AZUL,2023,8,Salvador,São Luís,1242.47,23.04
AZUL,2023,8,Salvador,São Paulo,698.34,23.25
AZUL,2023,8,Salvador,Teresina,810.58,22.72
AZUL,2023,8,Salvador,Vitória,739.25,23.13
AZUL,2023,8,São Luís,Belo Horizonte,1114.24,23.0
AZUL,2023,8,São Luís,Belém,965.5,22.76
AZUL,2023,8,São Luís,Boa Vista,1099.78,23.24
AZUL,2023,8,São Luís,Brasília,1122.88,23.01
AZUL,2023,8,São Luís,Campo Grande,954.95,22.75
AZUL,2023,8,São Luís,Cuiabá,899.21,23.02
AZUL,2023,8,São Luís,Curitiba,1022.5,22.51
AZUL,2023,8,São Luís,Florianópolis,1003.7,22.78
AZUL,2023,8,São Luís,Fortaleza,1049.87,22.96
AZUL,2023,8,São Luís,Goiânia,1203.13,23.04
AZUL,2023,8,São Luís,João Pessoa,949.11,22.6
AZUL,2023,8,São Luís,Macapá,1242.02,22.98
AZUL,2023,8,São Luís,Maceió,962.62,22.83
AZUL,2023,8,São Luís,Manaus,1496.95,22.88
AZUL,2023,8,São Luís,Natal,1079.62,22.8
AZUL,2023,8,São Luís,Porto Alegre,1047.14,22.88
AZUL,2023,8,São Luís,Porto Velho,1651.15,22.68
AZUL,2023,8,São Luís,Recife,969.9,23.03
AZUL,2023,8,São Luís,Rio de Janeiro,1060.21,23.01
AZUL,2023,8,São Luís,Salvador,1183.92,22.95
AZUL,2023,8,São Luís,São Paulo,1084.01,23.25
AZUL,2023,8,São Luís,Teresina,927.48,22.72
AZUL,2023,8,São Luís,Vitória,1253.53,23.13
AZUL,2023,8,São Paulo,Belo Horizonte,705.56,23.0
AZUL,2023,8,São Paulo,Belém,944.79,22.76
AZUL,2023,8,São Paulo,Boa Vista,1100.97,23.24
AZUL,2023,8,São Paulo,Brasília,561.51,23.01
AZUL,2023,8,São Paulo,Campo Grande,729.4,22.75
AZUL,2023,8,São Paulo,Cuiabá,880.54,23.02
AZUL,2023,8,São Paulo,Curitiba,631.26,22.51
AZUL,2023,8,São Paulo,Florianópolis,849.57,22.78
AZUL,2023,8,São Paulo,Fortaleza,980.13,22.96
AZUL,2023,8,São Paulo,Goiânia,525.69,23.04
AZUL,2023,8,São Paulo,João Pessoa,875.55,22.6
AZUL,2023,8,São Paulo,Macapá,825.71,22.98
AZUL,2023,8,São Paulo,Maceió,895.21,22.83
AZUL,2023,8,São Paulo,Manaus,1238.01,22.88
AZUL,2023,8,São Paulo,Natal,1176.85,22.8
AZUL,2023,8,São Paulo,Porto Alegre,712.36,22.88
AZUL,2023,8,São Paulo,Porto Velho,1687.15,22.68
AZUL,2023,8,São Paulo,Recife,962.86,23.03
AZUL,2023,8,São Paulo,Rio de Janeiro,634.08,23.01
AZUL,2023,8,São Paulo,Salvador,721.09,22.95
AZUL,2023,8,São Paulo,São Luís,1085.42,23.04
AZUL,2023,8,São Paulo,Teresina,1141.69,22.72
AZUL,2023,8,São Paulo,Vitória,528.62,23.13
AZUL,2023,8,Teresina,Belo Horizonte,1214.43,23.0
AZUL,2023,8,Teresina,Belém,703.44,22.76
AZUL,2023,8,Teresina,Brasília,997.18,23.01
AZUL,2023,8,Teresina,Campo Grande,1083.16,22.75
AZUL,2023,8,Teresina,Cuiabá,1392.86,23.02
AZUL,2023,8,Teresina,Curitiba,1052.28,22.51
AZUL,2023,8,Teresina,Florianópolis,849.23,22.78
AZUL,2023,8,Teresina,Fortaleza,1617.18,22.96
AZUL,2023,8,Teresina,Goiânia,1158.69,23.04
AZUL,2023,8,Teresina,João Pessoa,1304.65,22.6
AZUL,2023,8,Teresina,Macapá,1477.5,22.98
AZUL,2023,8,Teresina,Maceió,735.19,22.83
AZUL,2023,8,Teresina,Manaus,1397.26,22.88
AZUL,2023,8,Teresina,Natal,1084.87,22.8
AZUL,2023,8,Teresina,Porto Alegre,962.74,22.88
AZUL,2023,8,Teresina,Porto Velho,1541.9,22.68
AZUL,2023,8,Teresina,Recife,650.83,23.03
AZUL,2023,8,Teresina,Rio de Janeiro,1049.45,23.01
AZUL,2023,8,Teresina,Salvador,774.08,22.95
AZUL,2023,8,Teresina,São Paulo,1143.76,23.25
AZUL,2023,8,Teresina,Vitória,1232.24,23.13
AZUL,2023,8,Vitória,Belo Horizonte,934.15,23.0
AZUL,2023,8,Vitória,Belém,1250.28,22.76
AZUL,2023,8,Vitória,Boa Vista,1162.22,23.24
AZUL,2023,8,Vitória,Brasília,810.13,23.01
AZUL,2023,8,Vitória,Campo Grande,924.12,22.75
AZUL,2023,8,Vitória,Cuiabá,897.31,23.02
AZUL,2023,8,Vitória,Curitiba,580.23,22.51
AZUL,2023,8,Vitória,Florianópolis,854.73,22.78
AZUL,2023,8,Vitória,Fortaleza,909.08,22.96
AZUL,2023,8,Vitória,Goiânia,654.48,23.04
AZUL,2023,8,Vitória,João Pessoa,1108.21,22.6
AZUL,2023,8,Vitória,Macapá,1390.45,22.98
AZUL,2023,8,Vitória,Maceió,1108.19,22.83
AZUL,2023,8,Vitória,Manaus,1584.35,22.88
AZUL,2023,8,Vitória,Natal,814.01,22.8
AZUL,2023,8,Vitória,Porto Alegre,657.22,22.88
AZUL,2023,8,Vitória,Porto Velho,1135.74,22.68
AZUL,2023,8,Vitória,Recife,783.99,23.03
AZUL,2023,8,Vitória,Rio de Janeiro,443.72,23.01
AZUL,2023,8,Vitória,Salvador,746.05,22.95
AZUL,2023,8,Vitória,São Luís,1336.94,23.04
AZUL,2023,8,Vitória,São Paulo,446.4,23.25
AZUL,2023,8,Vitória,Teresina,1226.42,22.72
AZUL,2023,9,Aracaju,Fortaleza,171.9,25.34
AZUL,2023,9,Belo Horizonte,Belém,1119.22,24.98
AZUL,2023,9,Belo Horizonte,Boa Vista,1532.76,25.47
AZUL,2023,9,Belo Horizonte,Brasília,1039.49,25.29
AZUL,2023,9,Belo Horizonte,Campo Grande,918.69,25.09
AZUL,2023,9,Belo Horizonte,Cuiabá,1029.22,25.11
AZUL,2023,9,Belo Horizonte,Curitiba,868.33,24.93
AZUL,2023,9,Belo Horizonte,Florianópolis,806.68,25.11
AZUL,2023,9,Belo Horizonte,Fortaleza,1072.26,25.34
AZUL,2023,9,Belo Horizonte,Goiânia,645.67,25.19
AZUL,2023,9,Belo Horizonte,João Pessoa,889.4,25.28
AZUL,2023,9,Belo Horizonte,Macapá,1405.39,24.99
AZUL,2023,9,Belo Horizonte,Maceió,775.34,25.11
AZUL,2023,9,Belo Horizonte,Manaus,977.12,25.14
AZUL,2023,9,Belo Horizonte,Natal,856.65,24.87
AZUL,2023,9,Belo Horizonte,Porto Alegre,1077.82,25.19
AZUL,2023,9,Belo Horizonte,Porto Velho,1266.84,25.24
AZUL,2023,9,Belo Horizonte,Recife,863.68,25.38
AZUL,2023,9,Belo Horizonte,Rio de Janeiro,745.74,24.81
AZUL,2023,9,Belo Horizonte,Salvador,706.57,24.98
AZUL,2023,9,Belo Horizonte,São Luís,1001.72,25.58
AZUL,2023,9,Belo Horizonte,São Paulo,639.82,25.19
AZUL,2023,9,Belo Horizonte,Teresina,976.84,24.7
AZUL,2023,9,Belo Horizonte,Vitória,1194.66,25.14
AZUL,2023,9,Belém,Belo Horizonte,1157.17,25.04
AZUL,2023,9,Belém,Boa Vista,1194.67,25.47
AZUL,2023,9,Belém,Brasília,1118.96,25.29
AZUL,2023,9,Belém,Campo Grande,1781.93,25.09
AZUL,2023,9,Belém,Cuiabá,1294.04,25.11
AZUL,2023,9,Belém,Curitiba,1107.76,24.93
AZUL,2023,9,Belém,Florianópolis,950.72,25.11
AZUL,2023,9,Belém,Fortaleza,756.2,25.34
AZUL,2023,9,Belém,Goiânia,1116.0,25.19
AZUL,2023,9,Belém,João Pessoa,1198.29,25.28
AZUL,2023,9,Belém,Macapá,412.82,24.99
AZUL,2023,9,Belém,Maceió,1064.79,25.11
AZUL,2023,9,Belém,Manaus,805.31,25.14
AZUL,2023,9,Belém,Natal,890.36,24.87
AZUL,2023,9,Belém,Porto Alegre,1336.09,25.19
AZUL,2023,9,Belém,Porto Velho,1677.77,25.24
AZUL,2023,9,Belém,Recife,1033.4,25.38
AZUL,2023,9,Belém,Rio de Janeiro,1079.02,24.81
AZUL,2023,9,Belém,Salvador,776.79,24.98
